GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,total_population
G3100970,1870,Nebraska,310,Johnson,970,Johnson,3429
G3100990,1870,Nebraska,310,Kearney,990,Kearney,58
G3101090,1870,Nebraska,310,Lancaster,1090,Lancaster,7074
G3101095,1870,Nebraska,310,L'Eau Qui Court,1095,L'Eau Qui,261
G3101110,1870,Nebraska,310,Lincoln,1110,Lincoln,17
G3101155,1870,Nebraska,310,Lyon,1155,Lyon,78
G3101190,1870,Nebraska,310,Madison,1190,Madison,1133
G3101210,1870,Nebraska,310,Merrick,1210,Merrick,557
G3101215,1870,Nebraska,310,Monroe,1215,Monroe,235
G3101270,1870,Nebraska,310,Nemaha,1270,Nemaha,7593
G3101290,1870,Nebraska,310,Nuckolls,1290,Nuckolls,8
G3101310,1870,Nebraska,310,Otoe,1310,Otoe,12345
G3101330,1870,Nebraska,310,Pawnee,1330,Pawnee,4171
G3101390,1870,Nebraska,310,Pierce,1390,Pierce,152
G3101410,1870,Nebraska,310,Platte,1410,Platte,1899
G3101430,1870,Nebraska,310,Polk,1430,Polk,136
G3101470,1870,Nebraska,310,Richardson,1470,Richardson,9780
G3101510,1870,Nebraska,310,Saline,1510,Saline,3106
G3101530,1870,Nebraska,310,Sarpy,1530,Sarpy,2913
G3101550,1870,Nebraska,310,Saunders,1550,Saunders,4547
G3101590,1870,Nebraska,310,Seward,1590,Seward,2953
G3101670,1870,Nebraska,310,Stanton,1670,Stanton,636
G3101675,1870,Nebraska,310,Taylor,1675,Taylor,97
G3101731,1870,Nebraska,310,Unorganized NW Territory,1731,Unorganized NW Territory,52
G3101733,1870,Nebraska,310,Unorganized Territory West of Madison County,1733,Unorganized Territory West of Madison County,183
G3101770,1870,Nebraska,310,Washington,1770,Washington,4452
G3101790,1870,Nebraska,310,Wayne,1790,Wayne,182
G3101810,1870,Nebraska,310,Webster,1810,Webster,16
G3101850,1870,Nebraska,310,York,1850,York,604
G3109015,1870,Nebraska,310,Pawnee Reservation,9015,Pawnee Reservation,44
G3109035,1870,Nebraska,310,Winnebago Reservation,9035,Winnebago Reservation,31
G3200010,1870,Nevada,320,Churchill,10,Churchill,196
G3200050,1870,Nevada,320,Douglas,50,Douglas,1215
G3200070,1870,Nevada,320,Elko,70,Elko,3447
G3200090,1870,Nevada,320,Esmeralda,90,Esmeralda,1553
G3200130,1870,Nevada,320,Humboldt,130,Humboldt,1916
G3200150,1870,Nevada,320,Lander,150,Lander,2815
G3200170,1870,Nevada,320,Lincoln,170,Lincoln,2985
G3200190,1870,Nevada,320,Lyon,190,Lyon,1837
G3200230,1870,Nevada,320,Nye,230,Nye,1087
G3200250,1870,Nevada,320,Ormsby,250,Ormsby,3668
G3200255,1870,Nevada,320,Rio Virgin,255,Rio Virgin,450
G3200275,1870,Nevada,320,Roop,275,Roop,133
G3200290,1870,Nevada,320,Storey,290,Storey,11359
G3200310,1870,Nevada,320,Washoe,310,Washoe,3091
G3200330,1870,Nevada,320,White Pine,330,White Pine,7189
G3300010,1870,New Hampshire,330,Belknap,10,Belknap,17681
G3300030,1870,New Hampshire,330,Carroll,30,Carroll,17332
G3300050,1870,New Hampshire,330,Cheshire,50,Cheshire,27265
G3300070,1870,New Hampshire,330,Coos,70,Coos,14932
G3300090,1870,New Hampshire,330,Grafton,90,Grafton,39103
G3300110,1870,New Hampshire,330,Hillsborough,110,Hillsborough,64238
G3300130,1870,New Hampshire,330,Merrimack,130,Merrimack,42151
G3300150,1870,New Hampshire,330,Rockingham,150,Rockingham,47297
G3300170,1870,New Hampshire,330,Strafford,170,Strafford,30243
G3300190,1870,New Hampshire,330,Sullivan,190,Sullivan,18058
G3400010,1870,New Jersey,340,Atlantic,10,Atlantic,14093
G3400030,1870,New Jersey,340,Bergen,30,Bergen,30122
G3400050,1870,New Jersey,340,Burlington,50,Burlington,53639
G3400070,1870,New Jersey,340,Camden,70,Camden,46193
G3400090,1870,New Jersey,340,Cape May,90,Cape May,8349
G3400110,1870,New Jersey,340,Cumberland,110,Cumberland,34665
G3400130,1870,New Jersey,340,Essex,130,Essex,143839
G3400150,1870,New Jersey,340,Gloucester,150,Gloucester,21562
G3400170,1870,New Jersey,340,Hudson,170,Hudson,129067
G3400190,1870,New Jersey,340,Hunterdon,190,Hunterdon,36963
G3400210,1870,New Jersey,340,Mercer,210,Mercer,46386
G3400230,1870,New Jersey,340,Middlesex,230,Middlesex,45029
G3400250,1870,New Jersey,340,Monmouth,250,Monmouth,46195
G3400270,1870,New Jersey,340,Morris,270,Morris,43137
G3400290,1870,New Jersey,340,Ocean,290,Ocean,13628
G3400310,1870,New Jersey,340,Passaic,310,Passaic,46416
G3400330,1870,New Jersey,340,Salem,330,Salem,23940
G3400350,1870,New Jersey,340,Somerset,350,Somerset,23510
G3400370,1870,New Jersey,340,Sussex,370,Sussex,23168
G3400390,1870,New Jersey,340,Union,390,Union,41859
G3400410,1870,New Jersey,340,Warren,410,Warren,34336
G3550035,1870,New Mexico Territory,355,Bernalillo,35,Bernalillo,7591
G3550075,1870,New Mexico Territory,355,Colfax,75,Colfax,1992
G3550115,1870,New Mexico Territory,355,Dona Ana,115,Dona Ana,5864
G3550155,1870,New Mexico Territory,355,Grant,155,Grant,1143
G3550195,1870,New Mexico Territory,355,Lincoln,195,Lincoln,1803
G3550255,1870,New Mexico Territory,355,Mora,255,Mora,8056
G3550315,1870,New Mexico Territory,355,Rio Arriba,315,Rio Arriba,9294
G3550395,1870,New Mexico Territory,355,San Miguel,395,San Miguel,16058
G3550415,1870,New Mexico Territory,355,Santa Anna,415,Santa Anna,2599
G3550435,1870,New Mexico Territory,355,Santa Fe,435,Santa Fe,9699
G3550475,1870,New Mexico Territory,355,Socorro,475,Socorro,6603
G3550495,1870,New Mexico Territory,355,Taos,495,Taos,12079
G3550555,1870,New Mexico Territory,355,Valencia,555,Valencia,9093
G3600010,1870,New York,360,Albany,10,Albany,133052
G3600030,1870,New York,360,Allegany,30,Allegany,40814
G3600070,1870,New York,360,Broome,70,Broome,44103
G3600090,1870,New York,360,Cattaraugus,90,Cattaraugus,43909
G3600110,1870,New York,360,Cayuga,110,Cayuga,59550
G3600130,1870,New York,360,Chautauqua,130,Chautauqua,59327
G3600150,1870,New York,360,Chemung,150,Chemung,35281
G3600170,1870,New York,360,Chenango,170,Chenango,40564
G3600190,1870,New York,360,Clinton,190,Clinton,47947
G3600210,1870,New York,360,Columbia,210,Columbia,47044
G3600230,1870,New York,360,Cortland,230,Cortland,25173
G3600250,1870,New York,360,Delaware,250,Delaware,42972
G3600270,1870,New York,360,Dutchess,270,Dutchess,74041
G3600290,1870,New York,360,Erie,290,Erie,178699
G3600310,1870,New York,360,Essex,310,Essex,29042
G3600330,1870,New York,360,Franklin,330,Franklin,30271
G3600350,1870,New York,360,Fulton,350,Fulton,27064
G3600370,1870,New York,360,Genesee,370,Genesee,31606
G3600390,1870,New York,360,Greene,390,Greene,31832
G3600410,1870,New York,360,Hamilton,410,Hamilton,2960
G3600430,1870,New York,360,Herkimer,430,Herkimer,39929
G3600450,1870,New York,360,Jefferson,450,Jefferson,65415
G3600470,1870,New York,360,Kings,470,Kings,419921
G3600490,1870,New York,360,Lewis,490,Lewis,28699
G3600510,1870,New York,360,Livingston,510,Livingston,38309
G3600530,1870,New York,360,Madison,530,Madison,43522
G3600550,1870,New York,360,Monroe,550,Monroe,117868
G3600570,1870,New York,360,Montgomery,570,Montgomery,34457
G3600610,1870,New York,360,New York,610,New York,942292
G3600630,1870,New York,360,Niagara,630,Niagara,50437
G3600650,1870,New York,360,Oneida,650,Oneida,110008
G3600670,1870,New York,360,Onondaga,670,Onondaga,104183
G3600690,1870,New York,360,Ontario,690,Ontario,45108
G3600710,1870,New York,360,Orange,710,Orange,80902
G3600730,1870,New York,360,Orleans,730,Orleans,27689
G3600750,1870,New York,360,Oswego,750,Oswego,77941
G3600770,1870,New York,360,Otsego,770,Otsego,48967
G3600790,1870,New York,360,Putnam,790,Putnam,15420
G3600810,1870,New York,360,Queens,810,Queens,73803
G3600830,1870,New York,360,Rensselaer,830,Rensselaer,99549
G3600850,1870,New York,360,Richmond,850,Richmond,33029
G3600870,1870,New York,360,Rockland,870,Rockland,25213
G3600890,1870,New York,360,St Lawrence,890,St Lawrence,84826
G3600910,1870,New York,360,Saratoga,910,Saratoga,51529
G3600930,1870,New York,360,Schenectady,930,Schenectady,21347
G3600950,1870,New York,360,Schoharie,950,Schoharie,33340
G3600970,1870,New York,360,Schuyler,970,Schuyler,18989
G3600990,1870,New York,360,Seneca,990,Seneca,27823
G3601010,1870,New York,360,Steuben,1010,Steuben,67717
G3601030,1870,New York,360,Suffolk,1030,Suffolk,46924
G3601050,1870,New York,360,Sullivan,1050,Sullivan,34550
G3601070,1870,New York,360,Tioga,1070,Tioga,30572
G3601090,1870,New York,360,Tompkins,1090,Tompkins,33178
G3601110,1870,New York,360,Ulster,1110,Ulster,84075
G3601130,1870,New York,360,Warren,1130,Warren,22592
G3601150,1870,New York,360,Washington,1150,Washington,49568
G3601170,1870,New York,360,Wayne,1170,Wayne,47710
G3601190,1870,New York,360,Westchester,1190,Westchester,131348
G3601210,1870,New York,360,Wyoming,1210,Wyoming,29164
G3601230,1870,New York,360,Yates,1230,Yates,19595
G3700010,1870,North Carolina,370,Alamance,10,Alamance,11874
G3700030,1870,North Carolina,370,Alexander,30,Alexander,6868
G3700050,1870,North Carolina,370,Alleghany,50,Alleghany,3691
G3700070,1870,North Carolina,370,Anson,70,Anson,12428
G3700090,1870,North Carolina,370,Ashe,90,Ashe,9573
G3700130,1870,North Carolina,370,Beaufort,130,Beaufort,13011
G3700150,1870,North Carolina,370,Bertie,150,Bertie,12950
G3700170,1870,North Carolina,370,Bladen,170,Bladen,12831
G3700190,1870,North Carolina,370,Brunswick,190,Brunswick,7754
G3700210,1870,North Carolina,370,Buncombe,210,Buncombe,15412
G3700230,1870,North Carolina,370,Burke,230,Burke,9777
G3700250,1870,North Carolina,370,Cabarrus,250,Cabarrus,11954
G3700270,1870,North Carolina,370,Caldwell,270,Caldwell,8476
G3700290,1870,North Carolina,370,Camden,290,Camden,5361
G3700310,1870,North Carolina,370,Carteret,310,Carteret,9010
G3700330,1870,North Carolina,370,Caswell,330,Caswell,16081
G3700350,1870,North Carolina,370,Catawba,350,Catawba,10984
G3700370,1870,North Carolina,370,Chatham,370,Chatham,19723
G3700390,1870,North Carolina,370,Cherokee,390,Cherokee,8080
G3700410,1870,North Carolina,370,Chowan,410,Chowan,6450
G3700430,1870,North Carolina,370,Clay,430,Clay,2461
G3700450,1870,North Carolina,370,Cleveland,450,Cleveland,12696
G3700470,1870,North Carolina,370,Columbus,470,Columbus,8474
G3700490,1870,North Carolina,370,Craven,490,Craven,20516
G3700510,1870,North Carolina,370,Cumberland,510,Cumberland,17035
G3700530,1870,North Carolina,370,Currituck,530,Currituck,5131
G3700550,1870,North Carolina,370,Dare,550,Dare,2778
G3700570,1870,North Carolina,370,Davidson,570,Davidson,17414
G3700590,1870,North Carolina,370,Davie,590,Davie,9620
G3700610,1870,North Carolina,370,Duplin,610,Duplin,15542
G3700650,1870,North Carolina,370,Edgecombe,650,Edgecombe,22970
G3700670,1870,North Carolina,370,Forsyth,670,Forsyth,13050
G3700690,1870,North Carolina,370,Franklin,690,Franklin,14134
G3700710,1870,North Carolina,370,Gaston,710,Gaston,12602
G3700730,1870,North Carolina,370,Gates,730,Gates,7724
G3700770,1870,North Carolina,370,Granville,770,Granville,24831
G3700790,1870,North Carolina,370,Greene,790,Greene,8687
G3700810,1870,North Carolina,370,Guilford,810,Guilford,21736
G3700830,1870,North Carolina,370,Halifax,830,Halifax,20408
G3700850,1870,North Carolina,370,Harnett,850,Harnett,8895
G3700870,1870,North Carolina,370,Haywood,870,Haywood,7921
G3700890,1870,North Carolina,370,Henderson,890,Henderson,7706
G3700910,1870,North Carolina,370,Hertford,910,Hertford,9273
G3700950,1870,North Carolina,370,Hyde,950,Hyde,6445
G3700970,1870,North Carolina,370,Iredell,970,Iredell,16931
G3700990,1870,North Carolina,370,Jackson,990,Jackson,6683
G3701010,1870,North Carolina,370,Johnston,1010,Johnston,16897
G3701030,1870,North Carolina,370,Jones,1030,Jones,5002
G3701070,1870,North Carolina,370,Lenoir,1070,Lenoir,10434
G3701090,1870,North Carolina,370,Lincoln,1090,Lincoln,9573
G3701110,1870,North Carolina,370,McDowell,1110,Mcdowell,7592
G3701130,1870,North Carolina,370,Macon,1130,Macon,6615
G3701150,1870,North Carolina,370,Madison,1150,Madison,8192
G3701170,1870,North Carolina,370,Martin,1170,Martin,9647
G3701190,1870,North Carolina,370,Mecklenburg,1190,Mecklenburg,24299
G3701210,1870,North Carolina,370,Mitchell,1210,Mitchell,4705
G3701230,1870,North Carolina,370,Montgomery,1230,Montgomery,7487
G3701250,1870,North Carolina,370,Moore,1250,Moore,12040
G3701270,1870,North Carolina,370,Nash,1270,Nash,11077
G3701290,1870,North Carolina,370,New Hanover,1290,New Hanover,27978
G3701310,1870,North Carolina,370,Northampton,1310,Northampton,14749
G3701330,1870,North Carolina,370,Onslow,1330,Onslow,7569
G3701350,1870,North Carolina,370,Orange,1350,Orange,17507
G3701390,1870,North Carolina,370,Pasquotank,1390,Pasquotank,8131
G3701430,1870,North Carolina,370,Perquimans,1430,Perquimans,7945
G3701450,1870,North Carolina,370,Person,1450,Person,11170
G3701470,1870,North Carolina,370,Pitt,1470,Pitt,17276
G3701490,1870,North Carolina,370,Polk,1490,Polk,4319
G3701510,1870,North Carolina,370,Randolph,1510,Randolph,17551
G3701530,1870,North Carolina,370,Richmond,1530,Richmond,12882
G3701550,1870,North Carolina,370,Robeson,1550,Robeson,16262
G3701570,1870,North Carolina,370,Rockingham,1570,Rockingham,15708
G3701590,1870,North Carolina,370,Rowan,1590,Rowan,16810
G3701610,1870,North Carolina,370,Rutherford,1610,Rutherford,13121
G3701630,1870,North Carolina,370,Sampson,1630,Sampson,16436
G3701670,1870,North Carolina,370,Stanly,1670,Stanly,8315
G3701690,1870,North Carolina,370,Stokes,1690,Stokes,11208
G3701710,1870,North Carolina,370,Surry,1710,Surry,11252
G3701750,1870,North Carolina,370,Transylvania,1750,Transylvania,3536
G3701770,1870,North Carolina,370,Tyrrell,1770,Tyrrell,4173
G3701790,1870,North Carolina,370,Union,1790,Union,12217
G3701830,1870,North Carolina,370,Wake,1830,Wake,35617
G3701850,1870,North Carolina,370,Warren,1850,Warren,17768
G3701870,1870,North Carolina,370,Washington,1870,Washington,6516
G3701890,1870,North Carolina,370,Watauga,1890,Watauga,5287
G3701910,1870,North Carolina,370,Wayne,1910,Wayne,18144
G3701930,1870,North Carolina,370,Wilkes,1930,Wilkes,15539
G3701950,1870,North Carolina,370,Wilson,1950,Wilson,12258
G3701970,1870,North Carolina,370,Yadkin,1970,Yadkin,10697
G3701990,1870,North Carolina,370,Yancey,1990,Yancey,5909
G3900010,1870,Ohio,390,Adams,10,Adams,20750
G3900030,1870,Ohio,390,Allen,30,Allen,23623
G3900050,1870,Ohio,390,Ashland,50,Ashland,21933
G3900070,1870,Ohio,390,Ashtabula,70,Ashtabula,32517
G3900090,1870,Ohio,390,Athens,90,Athens,23768
G3900110,1870,Ohio,390,Auglaize,110,Auglaize,20041
G3900130,1870,Ohio,390,Belmont,130,Belmont,39714
G3900150,1870,Ohio,390,Brown,150,Brown,30802
G3900170,1870,Ohio,390,Butler,170,Butler,39912
G3900190,1870,Ohio,390,Carroll,190,Carroll,14491
G3900210,1870,Ohio,390,Champaign,210,Champaign,24188
G3900230,1870,Ohio,390,Clark,230,Clark,32070
G3900250,1870,Ohio,390,Clermont,250,Clermont,34268
G3900270,1870,Ohio,390,Clinton,270,Clinton,21914
G3900290,1870,Ohio,390,Columbiana,290,Columbiana,38299
G3900310,1870,Ohio,390,Coshocton,310,Coshocton,23600
G3900330,1870,Ohio,390,Crawford,330,Crawford,25556
G3900350,1870,Ohio,390,Cuyahoga,350,Cuyahoga,132010
G3900370,1870,Ohio,390,Darke,370,Darke,32278
G3900390,1870,Ohio,390,Defiance,390,Defiance,15719
G3900410,1870,Ohio,390,Delaware,410,Delaware,25175
G3900430,1870,Ohio,390,Erie,430,Erie,28188
G3900450,1870,Ohio,390,Fairfield,450,Fairfield,31138
G3900470,1870,Ohio,390,Fayette,470,Fayette,17170
G3900490,1870,Ohio,390,Franklin,490,Franklin,63019
G3900510,1870,Ohio,390,Fulton,510,Fulton,17789
G3900530,1870,Ohio,390,Gallia,530,Gallia,25545
G3900550,1870,Ohio,390,Geauga,550,Geauga,14190
G3900570,1870,Ohio,390,Greene,570,Greene,28038
G3900590,1870,Ohio,390,Guernsey,590,Guernsey,23838
G3900610,1870,Ohio,390,Hamilton,610,Hamilton,260370
G3900630,1870,Ohio,390,Hancock,630,Hancock,23847
G3900650,1870,Ohio,390,Hardin,650,Hardin,18714
G3900670,1870,Ohio,390,Harrison,670,Harrison,18682
G3900690,1870,Ohio,390,Henry,690,Henry,14028
G3900710,1870,Ohio,390,Highland,710,Highland,29133
G3900730,1870,Ohio,390,Hocking,730,Hocking,17925
G3900750,1870,Ohio,390,Holmes,750,Holmes,18177
G3900770,1870,Ohio,390,Huron,770,Huron,28532
G3900790,1870,Ohio,390,Jackson,790,Jackson,21759
G3900810,1870,Ohio,390,Jefferson,810,Jefferson,29188
G3900830,1870,Ohio,390,Knox,830,Knox,26333
G3900850,1870,Ohio,390,Lake,850,Lake,15935
G3900870,1870,Ohio,390,Lawrence,870,Lawrence,31380
G3900890,1870,Ohio,390,Licking,890,Licking,35756
G3900910,1870,Ohio,390,Logan,910,Logan,23028
G3900930,1870,Ohio,390,Lorain,930,Lorain,30308
G3900950,1870,Ohio,390,Lucas,950,Lucas,46722
G3900970,1870,Ohio,390,Madison,970,Madison,15633
G3900990,1870,Ohio,390,Mahoning,990,Mahoning,31001
G3901010,1870,Ohio,390,Marion,1010,Marion,16184
G3901030,1870,Ohio,390,Medina,1030,Medina,20092
G3901050,1870,Ohio,390,Meigs,1050,Meigs,31465
G3901070,1870,Ohio,390,Mercer,1070,Mercer,17254
G3901090,1870,Ohio,390,Miami,1090,Miami,32740
G3901110,1870,Ohio,390,Monroe,1110,Monroe,25779
G3901130,1870,Ohio,390,Montgomery,1130,Montgomery,64006
G3901150,1870,Ohio,390,Morgan,1150,Morgan,20363
G3901170,1870,Ohio,390,Morrow,1170,Morrow,18583
G3901190,1870,Ohio,390,Muskingum,1190,Muskingum,44886
G3901210,1870,Ohio,390,Noble,1210,Noble,19949
G3901230,1870,Ohio,390,Ottawa,1230,Ottawa,13364
G3901250,1870,Ohio,390,Paulding,1250,Paulding,8544
G3901270,1870,Ohio,390,Perry,1270,Perry,18453
G3901290,1870,Ohio,390,Pickaway,1290,Pickaway,24875
G3901310,1870,Ohio,390,Pike,1310,Pike,15447
G3901330,1870,Ohio,390,Portage,1330,Portage,24584
G3901350,1870,Ohio,390,Preble,1350,Preble,21809
G3901370,1870,Ohio,390,Putnam,1370,Putnam,17081
G3901390,1870,Ohio,390,Richland,1390,Richland,32516
G3901410,1870,Ohio,390,Ross,1410,Ross,37097
G3901430,1870,Ohio,390,Sandusky,1430,Sandusky,25503
G3901450,1870,Ohio,390,Scioto,1450,Scioto,29302
G3901470,1870,Ohio,390,Seneca,1470,Seneca,30827
G3901490,1870,Ohio,390,Shelby,1490,Shelby,20748
G3901510,1870,Ohio,390,Stark,1510,Stark,52508
G3901530,1870,Ohio,390,Summit,1530,Summit,34674
G3901550,1870,Ohio,390,Trumbull,1550,Trumbull,38659
G3901570,1870,Ohio,390,Tuscarawas,1570,Tuscarawas,33840
G3901590,1870,Ohio,390,Union,1590,Union,18730
G3901610,1870,Ohio,390,Van Wert,1610,Van Wert,15823
G3901630,1870,Ohio,390,Vinton,1630,Vinton,15027
G3901650,1870,Ohio,390,Warren,1650,Warren,26689
G3901670,1870,Ohio,390,Washington,1670,Washington,40609
G3901690,1870,Ohio,390,Wayne,1690,Wayne,35116
G3901710,1870,Ohio,390,Williams,1710,Williams,20991
G3901730,1870,Ohio,390,Wood,1730,Wood,24596
G3901750,1870,Ohio,390,Wyandot,1750,Wyandot,18553
G4100010,1870,Oregon,410,Baker,10,Baker,2804
G4100030,1870,Oregon,410,Benton,30,Benton,4584
G4100050,1870,Oregon,410,Clackamas,50,Clackamas,5993
G4100070,1870,Oregon,410,Clatsop,70,Clatsop,1255
G4100090,1870,Oregon,410,Columbia,90,Columbia,863
G4100110,1870,Oregon,410,Coos,110,Coos,1644
G4100150,1870,Oregon,410,Curry,150,Curry,504
G4100190,1870,Oregon,410,Douglas,190,Douglas,6066
G4100230,1870,Oregon,410,Grant,230,Grant,2251
G4100290,1870,Oregon,410,Jackson,290,Jackson,4778
G4100330,1870,Oregon,410,Josephine,330,Josephine,1204
G4100390,1870,Oregon,410,Lane,390,Lane,6426
G4100430,1870,Oregon,410,Linn,430,Linn,8717
G4100470,1870,Oregon,410,Marion,470,Marion,9965
G4100510,1870,Oregon,410,Multnomah,510,Multnomah,11510
G4100530,1870,Oregon,410,Polk,530,Polk,4701
G4100570,1870,Oregon,410,Tillamook,570,Tillamook,408
G4100590,1870,Oregon,410,Umatilla,590,Umatilla,2916
G4100610,1870,Oregon,410,Union,610,Union,2552
G4100650,1870,Oregon,410,Wasco,650,Wasco,2509
G4100670,1870,Oregon,410,Washington,670,Washington,4261
G4100710,1870,Oregon,410,Yamhill,710,Yamhill,5012
G4200010,1870,Pennsylvania,420,Adams,10,Adams,30315
G4200030,1870,Pennsylvania,420,Allegheny,30,Allegheny,262204
G4200050,1870,Pennsylvania,420,Armstrong,50,Armstrong,43382
G4200070,1870,Pennsylvania,420,Beaver,70,Beaver,36148
G4200090,1870,Pennsylvania,420,Bedford,90,Bedford,29635
G4200110,1870,Pennsylvania,420,Berks,110,Berks,106701
G4200130,1870,Pennsylvania,420,Blair,130,Blair,38051
G4200150,1870,Pennsylvania,420,Bradford,150,Bradford,53204
G4200170,1870,Pennsylvania,420,Bucks,170,Bucks,64336
G4200190,1870,Pennsylvania,420,Butler,190,Butler,36510
G4200210,1870,Pennsylvania,420,Cambria,210,Cambria,36569
G4200230,1870,Pennsylvania,420,Cameron,230,Cameron,4273
G4200250,1870,Pennsylvania,420,Carbon,250,Carbon,28144
G4200270,1870,Pennsylvania,420,Centre,270,Centre,34418
G4200290,1870,Pennsylvania,420,Chester,290,Chester,77805
G4200310,1870,Pennsylvania,420,Clarion,310,Clarion,26537
G4200330,1870,Pennsylvania,420,Clearfield,330,Clearfield,25741
G4200350,1870,Pennsylvania,420,Clinton,350,Clinton,23211
G4200370,1870,Pennsylvania,420,Columbia,370,Columbia,28766
G4200390,1870,Pennsylvania,420,Crawford,390,Crawford,63832
G4200410,1870,Pennsylvania,420,Cumberland,410,Cumberland,43912
G4200430,1870,Pennsylvania,420,Dauphin,430,Dauphin,60740
G4200450,1870,Pennsylvania,420,Delaware,450,Delaware,39403
G4200470,1870,Pennsylvania,420,Elk,470,Elk,8488
G4200490,1870,Pennsylvania,420,Erie,490,Erie,65973
G4200510,1870,Pennsylvania,420,Fayette,510,Fayette,43284
G4200530,1870,Pennsylvania,420,Forest,530,Forest,4010
G4200550,1870,Pennsylvania,420,Franklin,550,Franklin,45365
G4200570,1870,Pennsylvania,420,Fulton,570,Fulton,9360
G4200590,1870,Pennsylvania,420,Greene,590,Greene,25887
G4200610,1870,Pennsylvania,420,Huntingdon,610,Huntingdon,31251
G4200630,1870,Pennsylvania,420,Indiana,630,Indiana,36138
G4200650,1870,Pennsylvania,420,Jefferson,650,Jefferson,21656
G4200670,1870,Pennsylvania,420,Juniata,670,Juniata,17390
G4200710,1870,Pennsylvania,420,Lancaster,710,Lancaster,121340
G4200730,1870,Pennsylvania,420,Lawrence,730,Lawrence,27298
G4200750,1870,Pennsylvania,420,Lebanon,750,Lebanon,34096
G4200770,1870,Pennsylvania,420,Lehigh,770,Lehigh,56796
G4200790,1870,Pennsylvania,420,Luzerne,790,Luzerne,160915
G4200810,1870,Pennsylvania,420,Lycoming,810,Lycoming,47626
G4200830,1870,Pennsylvania,420,McKean,830,Mckean,8825
G4200850,1870,Pennsylvania,420,Mercer,850,Mercer,49977
G4200870,1870,Pennsylvania,420,Mifflin,870,Mifflin,17508
G4200890,1870,Pennsylvania,420,Monroe,890,Monroe,18362
G4200910,1870,Pennsylvania,420,Montgomery,910,Montgomery,81612
G4200930,1870,Pennsylvania,420,Montour,930,Montour,15344
G4200950,1870,Pennsylvania,420,Northampton,950,Northampton,61432
G4200970,1870,Pennsylvania,420,Northumberland,970,Northumberland,41444
G4200990,1870,Pennsylvania,420,Perry,990,Perry,25447
G4201010,1870,Pennsylvania,420,Philadelphia,1010,Philadelphia,674022
G4201030,1870,Pennsylvania,420,Pike,1030,Pike,8436
G4201050,1870,Pennsylvania,420,Potter,1050,Potter,11265
G4201070,1870,Pennsylvania,420,Schuylkill,1070,Schuylkill,116428
G4201090,1870,Pennsylvania,420,Snyder,1090,Snyder,15606
G4201110,1870,Pennsylvania,420,Somerset,1110,Somerset,28226
G4201130,1870,Pennsylvania,420,Sullivan,1130,Sullivan,6191
G4201150,1870,Pennsylvania,420,Susquehanna,1150,Susquehanna,37523
G4201170,1870,Pennsylvania,420,Tioga,1170,Tioga,35097
G4201190,1870,Pennsylvania,420,Union,1190,Union,15565
G4201210,1870,Pennsylvania,420,Venango,1210,Venango,47925
G4201230,1870,Pennsylvania,420,Warren,1230,Warren,23897
G4201250,1870,Pennsylvania,420,Washington,1250,Washington,48483
G4201270,1870,Pennsylvania,420,Wayne,1270,Wayne,33188
G4201290,1870,Pennsylvania,420,Westmoreland,1290,Westmoreland,58719
G4201310,1870,Pennsylvania,420,Wyoming,1310,Wyoming,14585
G4201330,1870,Pennsylvania,420,York,1330,York,76134
G4400010,1870,Rhode Island,440,Bristol,10,Bristol,9421
G4400030,1870,Rhode Island,440,Kent,30,Kent,18595
G4400050,1870,Rhode Island,440,Newport,50,Newport,20050
G4400070,1870,Rhode Island,440,Providence,70,Providence,149190
G4400090,1870,Rhode Island,440,Washington,90,Washington,20097
G4500010,1870,South Carolina,450,Abbeville,10,Abbeville,31129
G4500070,1870,South Carolina,450,Anderson,70,Anderson,24049
G4500110,1870,South Carolina,450,Barnwell,110,Barnwell,35724
G4500130,1870,South Carolina,450,Beaufort,130,Beaufort,34359
G4500190,1870,South Carolina,450,Charleston,190,Charleston,88863
G4500230,1870,South Carolina,450,Chester,230,Chester,18805
G4500250,1870,South Carolina,450,Chesterfield,250,Chesterfield,10584
G4500270,1870,South Carolina,450,Clarendon,270,Clarendon,14038
G4500290,1870,South Carolina,450,Colleton,290,Colleton,25410
G4500310,1870,South Carolina,450,Darlington,310,Darlington,26243
G4500370,1870,South Carolina,450,Edgefield,370,Edgefield,42486
G4500390,1870,South Carolina,450,Fairfield,390,Fairfield,19888
G4500430,1870,South Carolina,450,Georgetown,430,Georgetown,16161
G4500450,1870,South Carolina,450,Greenville,450,Greenville,22262
G4500510,1870,South Carolina,450,Horry,510,Horry,10721
G4500550,1870,South Carolina,450,Kershaw,550,Kershaw,11754
G4500570,1870,South Carolina,450,Lancaster,570,Lancaster,12087
G4500590,1870,South Carolina,450,Laurens,590,Laurens,22536
G4500630,1870,South Carolina,450,Lexington,630,Lexington,12988
G4500670,1870,South Carolina,450,Marion,670,Marion,22160
G4500690,1870,South Carolina,450,Marlboro,690,Marlboro,11814
G4500710,1870,South Carolina,450,Newberry,710,Newberry,20775
G4500730,1870,South Carolina,450,Oconee,730,Oconee,10536
G4500750,1870,South Carolina,450,Orangeburg,750,Orangeburg,16865
G4500770,1870,South Carolina,450,Pickens,770,Pickens,10269
