GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,total_population,total_white,free_black,total_slave
G5000030,1850,Vermont,500,Bennington,30,Bennington,18589,18511,78,0
G5000050,1850,Vermont,500,Caledonia,50,Caledonia,23595,23584,11,0
G5000070,1850,Vermont,500,Chittenden,70,Chittenden,29036,28927,109,0
G5000090,1850,Vermont,500,Essex,90,Essex,4650,4647,3,0
G5000110,1850,Vermont,500,Franklin,110,Franklin,28586,28500,86,0
G5000130,1850,Vermont,500,Grand Isle,130,Grand Isle,4145,4142,3,0
G5000150,1850,Vermont,500,Lamoille,150,Lamoille,10872,10869,3,0
G5000170,1850,Vermont,500,Orange,170,Orange,27296,27277,19,0
G5000190,1850,Vermont,500,Orleans,190,Orleans,15707,15694,13,0
G5000210,1850,Vermont,500,Rutland,210,Rutland,33059,32938,121,0
G5000230,1850,Vermont,500,Washington,230,Washington,24654,24640,14,0
G5000250,1850,Vermont,500,Windham,250,Windham,29062,29025,37,0
G5000270,1850,Vermont,500,Windsor,270,Windsor,38320,38207,113,0
G5100010,1850,Virginia,510,Accomack,10,Accomack,17890,9608,3295,4987
G5100030,1850,Virginia,510,Albemarle,30,Albemarle,25800,11875,587,13338
G5100035,1850,Virginia,510,Alexandria,35,Alexandria,10008,7217,1409,1382
G5100050,1850,Virginia,510,Alleghany,50,Alleghany,3515,2763,58,694
G5100070,1850,Virginia,510,Amelia,70,Amelia,9770,2785,166,6819
G5100090,1850,Virginia,510,Amherst,90,Amherst,12699,6352,394,5953
G5100110,1850,Virginia,510,Appomattox,110,Appomattox,9193,4209,185,4799
G5100150,1850,Virginia,510,Augusta,150,Augusta,24610,18983,574,5053
G5100155,1850,Virginia,510,Barbour,155,Barbour,9005,8670,222,113
G5100170,1850,Virginia,510,Bath,170,Bath,3426,2434,45,947
G5100190,1850,Virginia,510,Bedford,190,Bedford,24080,13556,463,10061
G5100195,1850,Virginia,510,Berkeley,195,Berkeley,11771,9566,249,1956
G5100215,1850,Virginia,510,Boone,215,Boone,3237,3054,0,183
G5100230,1850,Virginia,510,Botetourt,230,Botetourt,14908,10746,426,3736
G5100233,1850,Virginia,510,Braxton,233,Braxton,4212,4123,0,89
G5100237,1850,Virginia,510,Brooke,237,Brooke,5054,4923,100,31
G5100250,1850,Virginia,510,Brunswick,250,Brunswick,13894,4885,553,8456
G5100290,1850,Virginia,510,Buckingham,290,Buckingham,13837,5426,250,8161
G5100293,1850,Virginia,510,Cabell,293,Cabell,6299,5902,8,389
G5100310,1850,Virginia,510,Campbell,310,Campbell,23245,11533,846,10866
G5100330,1850,Virginia,510,Caroline,330,Caroline,18456,6891,904,10661
G5100350,1850,Virginia,510,Carroll,350,Carroll,5909,5726,29,154
G5100360,1850,Virginia,510,Charles City,360,Charles City,5200,1664,772,2764
G5100370,1850,Virginia,510,Charlotte,370,Charlotte,13955,4615,352,8988
G5100410,1850,Virginia,510,Chesterfield,410,Chesterfield,17489,8406,467,8616
G5100430,1850,Virginia,510,Clarke,430,Clarke,7352,3614,124,3614
G5100470,1850,Virginia,510,Culpeper,470,Culpeper,12282,5112,487,6683
G5100490,1850,Virginia,510,Cumberland,490,Cumberland,9751,3082,340,6329
G5100530,1850,Virginia,510,Dinwiddie,530,Dinwiddie,25118,10942,3296,10880
G5100533,1850,Virginia,510,Doddridge,533,Doddridge,2750,2718,1,31
G5100550,1850,Virginia,510,Elizabeth City,550,Elizabeth City,4586,2341,97,2148
G5100570,1850,Virginia,510,Essex,570,Essex,10206,3035,409,6762
G5100590,1850,Virginia,510,Fairfax,590,Fairfax,10682,6835,597,3250
G5100610,1850,Virginia,510,Fauquier,610,Fauquier,20868,9875,643,10350
G5100615,1850,Virginia,510,Fayette,615,Fayette,3955,3780,19,156
G5100630,1850,Virginia,510,Floyd,630,Floyd,6458,6001,14,443
G5100650,1850,Virginia,510,Fluvanna,650,Fluvanna,9487,4539,211,4737
G5100670,1850,Virginia,510,Franklin,670,Franklin,17430,11638,66,5726
G5100690,1850,Virginia,510,Frederick,690,Frederick,15975,12769,912,2294
G5100710,1850,Virginia,510,Giles,710,Giles,6570,5858,55,657
G5100715,1850,Virginia,510,Gilmer,715,Gilmer,3475,3403,0,72
G5100730,1850,Virginia,510,Gloucester,730,Gloucester,10527,4290,680,5557
G5100750,1850,Virginia,510,Goochland,750,Goochland,10352,3863,644,5845
G5100770,1850,Virginia,510,Grayson,770,Grayson,6677,6142,36,499
G5100775,1850,Virginia,510,Greenbrier,775,Greenbrier,10022,8549,156,1317
G5100790,1850,Virginia,510,Greene,790,Greene,4400,2667,34,1699
G5100810,1850,Virginia,510,Greensville,810,Greensville,5639,1731,123,3785
G5100830,1850,Virginia,510,Halifax,830,Halifax,25962,10976,534,14452
G5100833,1850,Virginia,510,Hampshire,833,Hampshire,14036,12379,224,1433
G5100837,1850,Virginia,510,Hancock,837,Hancock,4050,4040,7,3
G5100850,1850,Virginia,510,Hanover,850,Hanover,15153,6539,221,8393
G5100853,1850,Virginia,510,Hardy,853,Hardy,9543,7927,356,1260
G5100857,1850,Virginia,510,Harrison,857,Harrison,11728,11213,27,488
G5100870,1850,Virginia,510,Henrico,870,Henrico,43572,23826,3637,16109
G5100890,1850,Virginia,510,Henry,890,Henry,8872,5324,208,3340
G5100910,1850,Virginia,510,Highland,910,Highland,4227,3837,26,364
G5100930,1850,Virginia,510,Isle Of Wight,930,Isle Of Wight,9353,4710,1248,3395
G5100935,1850,Virginia,510,Jackson,935,Jackson,6544,6480,11,53
G5100950,1850,Virginia,510,James City,950,James City,4020,1489,663,1868
G5100953,1850,Virginia,510,Jefferson,953,Jefferson,15357,10476,540,4341
G5100957,1850,Virginia,510,Kanawha,957,Kanawha,15353,12001,212,3140
G5100970,1850,Virginia,510,King And Queen,970,King And Queen,10319,4094,461,5764
G5100990,1850,Virginia,510,King George,990,King George,5971,2301,267,3403
G5101010,1850,Virginia,510,King William,1010,King William,8779,2701,347,5731
G5101030,1850,Virginia,510,Lancaster,1030,Lancaster,4708,1802,266,2640
G5101050,1850,Virginia,510,Lee,1050,Lee,10267,9440,40,787
G5101053,1850,Virginia,510,Lewis,1053,Lewis,10031,9620,43,368
G5101057,1850,Virginia,510,Logan,1057,Logan,3620,3533,0,87
G5101070,1850,Virginia,510,Loudoun,1070,Loudoun,22079,15081,1357,5641
G5101090,1850,Virginia,510,Louisa,1090,Louisa,16691,6423,404,9864
G5101110,1850,Virginia,510,Lunenburg,1110,Lunenburg,11692,4314,191,7187
G5101130,1850,Virginia,510,Madison,1130,Madison,9331,4456,151,4724
G5101133,1850,Virginia,510,Marion,1133,Marion,10552,10439,19,94
G5101135,1850,Virginia,510,Marshall,1135,Marshall,10138,10050,39,49
G5101137,1850,Virginia,510,Mason,1137,Mason,7539,6841,51,647
G5101150,1850,Virginia,510,Mathews,1150,Matthews,6714,3642,149,2923
G5101170,1850,Virginia,510,Mecklenburg,1170,Mecklenburg,20630,7256,912,12462
G5101175,1850,Virginia,510,Mercer,1175,Mercer,4222,4018,27,177
G5101190,1850,Virginia,510,Middlesex,1190,Middlesex,4394,1903,149,2342
G5101193,1850,Virginia,510,Monongalia,1193,Monongalia,12387,12092,119,176
G5101197,1850,Virginia,510,Monroe,1197,Monroe,10204,9062,81,1061
G5101210,1850,Virginia,510,Montgomery,1210,Montgomery,8359,6822,66,1471
G5101215,1850,Virginia,510,Morgan,1215,Morgan,3557,3431,3,123
G5101230,1850,Virginia,510,Nansemond,1230,Nansemond,12283,5424,2144,4715
G5101250,1850,Virginia,510,Nelson,1250,Nelson,12758,6478,138,6142
G5101270,1850,Virginia,510,New Kent,1270,New Kent,6064,2222,432,3410
G5101275,1850,Virginia,510,Nicholas,1275,Nicholas,3963,3889,1,73
G5101290,1850,Virginia,510,Norfolk,1290,Norfolk,33036,20329,2307,10400
G5101310,1850,Virginia,510,Northampton,1310,Northampton,7498,3105,745,3648
G5101330,1850,Virginia,510,Northumberland,1330,Northumberland,7346,3072,519,3755
G5101350,1850,Virginia,510,Nottoway,1350,Nottoway,8437,2234,153,6050
G5101355,1850,Virginia,510,Ohio,1355,Ohio,18006,17612,230,164
G5101370,1850,Virginia,510,Orange,1370,Orange,10067,3962,184,5921
G5101390,1850,Virginia,510,Page,1390,Page,7600,6332,311,957
G5101410,1850,Virginia,510,Patrick,1410,Patrick,9609,7187,98,2324
G5101415,1850,Virginia,510,Pendleton,1415,Pendleton,5795,5443,30,322
G5101430,1850,Virginia,510,Pittsylvania,1430,Pittsylvania,28796,15263,735,12798
G5101437,1850,Virginia,510,Pocahontas,1437,Pocahontas,3598,3303,28,267
G5101450,1850,Virginia,510,Powhatan,1450,Powhatan,8178,2513,383,5282
G5101455,1850,Virginia,510,Preston,1455,Preston,11708,11562,59,87
G5101470,1850,Virginia,510,Prince Edward,1470,Prince Edward,11857,4177,488,7192
G5101490,1850,Virginia,510,Prince George,1490,Prince George,7596,2670,518,4408
G5101510,1850,Virginia,510,Princess Anne,1510,Princess Anne,7669,4280,259,3130
G5101530,1850,Virginia,510,Prince William,1530,Prince William,8129,5079,552,2498
G5101550,1850,Virginia,510,Pulaski,1550,Pulaski,5118,3613,34,1471
G5101553,1850,Virginia,510,Putnam,1553,Putnam,5335,4693,10,632
G5101555,1850,Virginia,510,Raleigh,1555,Raleigh,1765,1729,13,23
G5101557,1850,Virginia,510,Randolph,1557,Randolph,5243,5003,39,201
G5101570,1850,Virginia,510,Rappahannock,1570,Rappahannock,9782,5642,296,3844
G5101590,1850,Virginia,510,Richmond,1590,Richmond,6448,3463,708,2277
G5101593,1850,Virginia,510,Ritchie,1593,Ritchie,3902,3886,0,16
G5101610,1850,Virginia,510,Roanoke,1610,Roanoke,8477,5812,155,2510
G5101630,1850,Virginia,510,Rockbridge,1630,Rockbridge,16045,11484,364,4197
G5101650,1850,Virginia,510,Rockingham,1650,Rockingham,20294,17496,467,2331
G5101670,1850,Virginia,510,Russell,1670,Russell,11919,10866,71,982
G5101690,1850,Virginia,510,Scott,1690,Scott,9829,9322,34,473
G5101710,1850,Virginia,510,Shenandoah,1710,Shenandoah,13768,12565,292,911
G5101730,1850,Virginia,510,Smyth,1730,Smyth,8162,6898,200,1064
G5101750,1850,Virginia,510,Southampton,1750,Southampton,13521,5940,1826,5755
G5101770,1850,Virginia,510,Spotsylvania,1770,Spotsylvania,14911,6894,536,7481
G5101790,1850,Virginia,510,Stafford,1790,Stafford,8044,4415,318,3311
G5101810,1850,Virginia,510,Surry,1810,Surry,5679,2215,985,2479
G5101830,1850,Virginia,510,Sussex,1830,Sussex,9820,3086,742,5992
G5101835,1850,Virginia,510,Taylor,1835,Taylor,5367,5130,69,168
G5101850,1850,Virginia,510,Tazewell,1850,Tazewell,9942,8807,75,1060
G5101855,1850,Virginia,510,Tyler,1855,Tyler,5498,5456,4,38
G5101870,1850,Virginia,510,Warren,1870,Warren,6607,4493,366,1748
G5101890,1850,Virginia,510,Warwick,1890,Warwick,1546,599,42,905
G5101910,1850,Virginia,510,Washington,1910,Washington,14612,12369,112,2131
G5101913,1850,Virginia,510,Wayne,1913,Wayne,4760,4564,7,189
G5101930,1850,Virginia,510,Westmoreland,1930,Westmoreland,8080,3376,1147,3557
G5101933,1850,Virginia,510,Wetzel,1933,Wetzel,4284,4261,6,17
G5101937,1850,Virginia,510,Wirt,1937,Wirt,3353,3319,2,32
G5101953,1850,Virginia,510,Wood,1953,Wood,9450,9008,69,373
G5101957,1850,Virginia,510,Wyoming,1957,Wyoming,1645,1583,1,61
G5101970,1850,Virginia,510,Wythe,1970,Wythe,12024,9618,221,2185
G5101990,1850,Virginia,510,York,1990,York,4460,1825,454,2181
G5500010,1850,Wisconsin,550,Adams,10,Adams,187,187,0,0
G5500015,1850,Wisconsin,550,Adams-Sauk [multi-county reporting area],15,Adams-Sauk (multi-county reporting area),,,,
G5500090,1850,Wisconsin,550,Brown,90,Brown,6215,6170,45,0
G5500150,1850,Wisconsin,550,Calumet,150,Calumet,1743,1620,123,0
G5500170,1850,Wisconsin,550,Chippewa,170,Chippewa,615,614,1,0
G5500175,1850,Wisconsin,550,Chippewa-Crawford [multi-county reporting area],175,Chippewa-Crawford (multi-county reporting area),,,,
G5500210,1850,Wisconsin,550,Columbia,210,Columbia,9565,9547,18,0
G5500230,1850,Wisconsin,550,Crawford,230,Crawford,2498,2481,17,0
G5500250,1850,Wisconsin,550,Dane,250,Dane,16639,16613,26,0
G5500270,1850,Wisconsin,550,Dodge,270,Dodge,19138,19126,12,0
G5500390,1850,Wisconsin,550,Fond du Lac,390,Fond Du Lac,14510,14507,3,0
G5500430,1850,Wisconsin,550,Grant,430,Grant,16169,16139,30,0
G5500450,1850,Wisconsin,550,Green,450,Green,8566,8566,0,0
G5500490,1850,Wisconsin,550,Iowa,490,Iowa,9525,9496,29,0
G5500550,1850,Wisconsin,550,Jefferson,550,Jefferson,15317,15314,3,0
G5500590,1850,Wisconsin,550,Kenosha,590,Kenosha,10734,10716,18,0
G5500650,1850,Wisconsin,550,Lafayette,650,Lafayette,11531,11517,14,0
G5500675,1850,Wisconsin,550,La Point,675,La Point,489,483,6,0
G5500710,1850,Wisconsin,550,Manitowoc,710,Manitowoc,3702,3702,0,0
G5500730,1850,Wisconsin,550,Marathon,730,Marathon,508,508,0,0
G5500770,1850,Wisconsin,550,Marquette,770,Marquette,8641,8634,7,0
G5500790,1850,Wisconsin,550,Milwaukee,790,Milwaukee,31077,30966,111,0
G5500970,1850,Wisconsin,550,Portage,970,Portage,1250,1249,1,0
G5501010,1850,Wisconsin,550,Racine,1010,Racine,14973,14907,66,0
G5501030,1850,Wisconsin,550,Richland,1030,Richland,903,902,1,0
G5501050,1850,Wisconsin,550,Rock,1050,Rock,20750,20727,23,0
G5501090,1850,Wisconsin,550,St Croix,1090,St Croix,624,619,5,0
G5501110,1850,Wisconsin,550,Sauk,1110,Sauk,4371,4370,1,0
G5501170,1850,Wisconsin,550,Sheboygan,1170,Sheboygan,8379,8372,7,0
G5501270,1850,Wisconsin,550,Walworth,1270,Walworth,17862,17859,3,0
G5501310,1850,Wisconsin,550,Washington,1310,Washington,19485,19485,0,0
G5501330,1850,Wisconsin,550,Waukesha,1330,Waukesha,19258,19213,45,0
G5501390,1850,Wisconsin,550,Winnebago,1390,Winnebago,10167,10147,20,0
